step,parameter_comb,prop_A_seq_minus_ea,prop_B_seq_minus_ea,prop_C_seq_minus_ea
1825,782,0,0,0
3650,782,1,0,0
5000,782,1,0,0
7300,782,1,0.96,0
10000,782,1,1,0.01
730,783,1,0,0
1000,783,1,0,0
1825,783,0.6799999999999999,1,0
3650,783,0,0.10999999999999999,0.6
5000,783,0,0,0.06999999999999995
7300,783,0,0,0
10000,783,0,0,0
730,784,0,0,0
1000,784,0,0,0
1825,784,0,0,0
3650,784,1,0,0
5000,784,1,0,0
7300,784,1,0.87,0
10000,784,1,1,0
730,785,1,0,0
1000,785,1,0.24,0
1825,785,1,1,0.14
3650,785,0.050000000000000044,1,0.95
5000,785,0,0.89,0.97
7300,785,0,0.16000000000000003,0.42000000000000004
10000,785,0,0,0.010000000000000009
730,786,0,0,0
1000,786,0,0,0
1825,786,0,0,0
3650,786,1,0,0
5000,786,1,0,0
7300,786,1,0.02,0
10000,786,1,0.89,0
730,787,0,0,0
1000,787,0,0,0
1825,787,0.01,0,0
3650,787,1,0,0
5000,787,1,0.05,0
7300,787,0.8,1,0
10000,787,0,0.99,0.24
730,788,0,0,0
1000,788,0,0,0
1825,788,0,0,0
3650,788,NA,NA,NA
5000,788,NA,NA,NA
7300,788,NA,NA,NA
10000,788,NA,NA,NA
730,789,0,0,0
1000,789,0,0,0
1825,789,0,0,0
3650,789,1,0,0
5000,789,1,0,0
7300,789,1,0.01,0
10000,789,0.92,1,0
730,790,1,0,0
1000,790,1,0,0
1825,790,1,1,0
3650,790,1,1,0.98
5000,790,0.030000000000000027,0.99,1
7300,790,0,0.31000000000000005,0.6599999999999999
10000,790,0,0,0.050000000000000044
730,791,0,0,0
1000,791,0,0,0
1825,791,1,0,0
3650,791,1,0.99,0
5000,791,0.19999999999999996,1,0.02
7300,791,0,0.86,0.76
10000,791,0,0.16000000000000003,0.5700000000000001
730,792,1,0,0
1000,792,1,0,0
1825,792,1,0.05,0
3650,792,1,1,0.11
5000,792,1,1,1
7300,792,0.75,1,1
10000,792,0,0.98,0.99
730,793,1,0,0
1000,793,1,1,0
1825,793,1,1,0.9
3650,793,0,0.96,0.97
5000,793,0,0.040000000000000036,0.20999999999999996
7300,793,0,0,0
10000,793,0,0,0
730,794,0,0,0
1000,794,0,0,0
1825,794,0,0,0
3650,794,0.94,0,0
5000,794,1,0,0
7300,794,1,0,0
10000,794,1,0.91,0
730,795,0,0,0
1000,795,0,0,0
1825,795,0,0,0
3650,795,1,0,0
5000,795,1,0,0
7300,795,1,0,0
10000,795,1,0.96,0
730,796,0,0,0
1000,796,0,0,0
1825,796,0.05,0,0
3650,796,1,0,0
5000,796,1,0.21,0
7300,796,0.78,1,0
10000,796,0,1,0.46
730,797,1,1,0.32
1000,797,1,1,0.88
1825,797,1,1,1
3650,797,0.99,1,1
5000,797,0.28,0.99,0.99
7300,797,0,0.71,0.77
10000,797,0,0.09999999999999998,0.15000000000000002
730,798,1,1,0
1000,798,1,1,0.19
1825,798,1,1,1
3650,798,0.94,1,1
5000,798,0,0.99,1
7300,798,0,0.030000000000000027,0.040000000000000036
10000,798,0,0,0
730,799,0,0,0
1000,799,0,0,0
1825,799,1,0,0
3650,799,1,0.59,0
5000,799,0.89,1,0
7300,799,0,1,0.41
10000,799,0,0.92,0.8099999999999999
730,800,1,0.98,0
1000,800,1,1,0
1825,800,1,1,0.87
3650,800,1,1,1
5000,800,1,1,1
7300,800,1,1,1
10000,800,1,1,1
730,801,0,0,0
1000,801,0.84,0,0
1825,801,1,0,0
3650,801,1,1,0
5000,801,1,1,0.5
7300,801,0.06000000000000005,0.99,1
10000,801,0,0.42000000000000004,0.79
730,802,0,0,0
1000,802,0,0,0
1825,802,1,0,0
3650,802,1,0.42,0
5000,802,1,0.99,0
7300,802,0.20999999999999996,1,0.27
10000,802,0,1,0.79
730,803,0,0,0
1000,803,0,0,0
1825,803,0.01,0,0
3650,803,1,0,0
5000,803,1,0,0
7300,803,0.8200000000000001,1,0
10000,803,0.030000000000000027,1,0.15
730,804,0,0,0
1000,804,0.11,0,0
1825,804,1,0,0
3650,804,1,1,0
5000,804,0.89,1,0.17
7300,804,0,0.98,0.93
10000,804,0,0.5,0.85
730,805,0,0,0
1000,805,0.48,0,0
1825,805,1,0,0
3650,805,1,1,0
5000,805,0.99,1,0.29
7300,805,0,0.98,0.99
10000,805,0,0.08999999999999997,0.43999999999999995
730,806,1,1,0.01
1000,806,0.9299999999999999,1,0.88
1825,806,0,0.26,0.73
3650,806,0,0,0
5000,806,0,0,0
7300,806,0,0,0
10000,806,0,0,0
730,807,0,0,0.25
1000,807,0,0,0.010000000000000009
1825,807,0,0,0
3650,807,0,0,0
5000,807,0,0,0
7300,807,0,0,0
10000,807,0,0,0
730,808,0,0,0
1000,808,0.02,0,0
1825,808,1,0,0
3650,808,1,0.95,0
5000,808,1,1,0.01
7300,808,1,1,0.92
10000,808,0.86,1,1
730,809,0.99,0,0
1000,809,1,0,0
1825,809,1,0.96,0
3650,809,0,0.47,0.81
5000,809,0,0,0.18999999999999995
7300,809,0,0,0
10000,809,0,0,0
730,810,0,0,0
1000,810,0,0,0
1825,810,0.84,0,0
3650,810,1,0,0
5000,810,1,0.28,0
7300,810,0.94,0.98,0
10000,810,0.14,1,0.22
730,811,0,0,0
1000,811,0,0,0
1825,811,0,0,0
3650,811,1,0,0
5000,811,1,0,0
7300,811,0.73,1,0
10000,811,0,0.99,0.24
730,812,0,0,0
1000,812,0.16,0,0
1825,812,1,0,0
3650,812,1,1,0
5000,812,0.14,1,0.24
7300,812,0,0.73,0.98
10000,812,0,0.040000000000000036,0.43000000000000005
730,813,1,0,0
1000,813,1,0,0
1825,813,1,1,0
3650,813,0,0.79,0.9199999999999999
5000,813,0,0.010000000000000009,0.35
7300,813,0,0,0
10000,813,0,0,0
730,814,0,0,0
1000,814,0,0,0
1825,814,0,0,0
3650,814,1,0,0
5000,814,1,0,0
7300,814,1,0.97,0
10000,814,0.9299999999999999,1,0.07
730,815,0,0,0
1000,815,0,0,0
1825,815,0,0,0
3650,815,0.28,0,0
5000,815,1,0,0
7300,815,1,0,0
10000,815,1,0.03,0
730,816,0,0,0
1000,816,0,0,0
1825,816,0,0,0
3650,816,1,0,0
5000,816,1,0,0
7300,816,0.6699999999999999,1,0
10000,816,0,0.96,0.18
730,817,0,0,0
1000,817,0,0,0
1825,817,1,0,0
3650,817,1,0.99,0
5000,817,1,1,0
7300,817,0.050000000000000044,1,0.91
10000,817,0,0.6699999999999999,1
730,818,0,0,0
1000,818,0,0,0
1825,818,0,0,0
3650,818,1,0,0
5000,818,1,0,0
7300,818,1,0.58,0
10000,818,0.36,1,0
730,819,0,0,0
1000,819,0,0,0
1825,819,0,0,0
3650,819,0.16,0,0
5000,819,0.43,0,0
7300,819,0.72,0,0
10000,819,0.93,0,0
730,820,0.96,0,0
1000,820,1,0,0
1825,820,1,0.72,0
3650,820,0.99,1,0.42
5000,820,0.97,0.99,0.72
7300,820,0.51,0.99,0.9
10000,820,0.14,0.99,0.96
730,821,0,0,0
1000,821,0,0,0
1825,821,0,0,0
3650,821,0,0,0
5000,821,0,0,0
7300,821,0.01,0,0
10000,821,0.88,0,0
730,822,1,0,0
1000,822,1,1,0
1825,822,0,0.14,0.66
3650,822,0,0,0
5000,822,0,0,0
7300,822,0,0,0
10000,822,0,0,0
730,823,0,0,0
1000,823,0.66,0,0
1825,823,1,0,0
3650,823,1,1,0
5000,823,1,1,0.26
7300,823,1,1,0.99
10000,823,0.41000000000000003,1,1
730,824,1,0,0
1000,824,1,0.92,0
1825,824,0,1,0.82
3650,824,0,0,0
5000,824,0,0,0
7300,824,0,0,0
10000,824,0,0,0
730,825,0,0,0
1000,825,0,0,0
1825,825,1,0,0
3650,825,1,0.77,0
5000,825,1,1,0
7300,825,0.62,1,0.79
10000,825,0,0.98,1
730,826,0,0,0
1000,826,0,0,0
1825,826,0.04,0,0
3650,826,1,0,0
5000,826,1,0.01,0
7300,826,1,1,0
10000,826,1,1,0.15
730,827,0,0,0
1000,827,0,0,0
1825,827,0,0,0
3650,827,1,0,0
5000,827,1,0,0
7300,827,0.9299999999999999,0.97,0
10000,827,0,1,0.01
730,828,0,0,0
1000,828,0,0,0
1825,828,0.24,0,0
3650,828,1,0,0
5000,828,1,0.33,0
7300,828,1,1,0
10000,828,0.26,1,0.53
730,829,1,1,0
1000,829,1,1,0.12
1825,829,1,1,1
3650,829,1,1,1
5000,829,0.99,1,1
7300,829,0,0.99,0.99
10000,829,0,0.09999999999999998,0.17000000000000004
730,830,0,0,0
1000,830,0,0,0
1825,830,0,0,0
3650,830,1,0,0
5000,830,1,0,0
7300,830,1,0.03,0
10000,830,0.94,0.94,0
730,831,1,1,0
1000,831,1,1,0.93
1825,831,0.95,0.97,1
3650,831,0,0.030000000000000027,0.06000000000000005
5000,831,0,0,0
7300,831,0,0,0
10000,831,0,0,0
730,832,0,0,0
1000,832,0,0,0
1825,832,0,0,0
3650,832,1,0,0
5000,832,1,0,0
7300,832,1,0.47,0
10000,832,1,1,0
730,833,1,0,0
1000,833,1,0,0
1825,833,1,1,0
3650,833,0.27,0.99,0.98
5000,833,0,0.61,0.88
7300,833,0,0,0.020000000000000018
10000,833,0,0,0
730,834,0.47,0,0
1000,834,1,0,0
1825,834,1,0.25,0
3650,834,0,0.96,0.55
5000,834,0,0.14,0.6699999999999999
7300,834,0,0,0.06000000000000005
10000,834,0,0,0
730,835,0,0,0
1000,835,0,0,0
1825,835,0,0,0
3650,835,0.5,0,0
5000,835,1,0,0
7300,835,1,0,0
10000,835,1,0.25,0
730,836,0,0,0
1000,836,0,0,0
1825,836,0,0,0
3650,836,0.99,0,0
5000,836,1,0,0
7300,836,1,0,0
10000,836,1,0.96,0
730,837,0,0,0
1000,837,0.03,0,0
1825,837,1,0,0
3650,837,1,0.99,0
5000,837,1,1,0
7300,837,0.37,1,0.88
10000,837,0,0.88,1
730,838,0,0,0
1000,838,0.18,0,0
1825,838,1,0,0
3650,838,1,1,0
5000,838,0.48,1,0.16
7300,838,0,0.83,0.9299999999999999
10000,838,0,0.06000000000000005,0.45999999999999996
730,839,0,0,0
1000,839,0,0,0
1825,839,0,0,0
3650,839,0.05,0,0
5000,839,1,0,0
7300,839,1,0,0
10000,839,1,0.08,0
730,840,1,0,0
1000,840,0.98,0.94,0
1825,840,0,0.6699999999999999,0.6000000000000001
3650,840,0,0,0.010000000000000009
5000,840,0,0,0
7300,840,0,0,0
10000,840,0,0,0
730,841,0,0,0
1000,841,0,0,0
1825,841,0,0,0
3650,841,0.81,0,0
5000,841,1,0,0
7300,841,1,0,0
10000,841,1,0.56,0
730,842,0,0,0
1000,842,0,0,0
1825,842,1,0,0
3650,842,1,1,0
5000,842,1,1,0.09
7300,842,0.55,1,1
10000,842,0,0.94,0.98
730,843,0,0,0
1000,843,0,0,0
1825,843,0.71,0,0
3650,843,1,0,0
5000,843,1,0.45,0
7300,843,0.98,1,0
10000,843,0.040000000000000036,1,0.48
730,844,0,0,0
1000,844,0,0,0
1825,844,1,0,0
3650,844,1,0,0
5000,844,1,1,0
7300,844,0.5800000000000001,1,0.09
10000,844,0,0.89,0.98
730,845,0,0,0
1000,845,0,0,0
1825,845,0,0,0
3650,845,0.12,0,0
5000,845,0.94,0,0
7300,845,1,0,0
10000,845,1,0,0
730,846,0,0,0
1000,846,0,0,0
1825,846,0.62,0,0
3650,846,1,0,0
5000,846,1,0.12,0
7300,846,1,1,0
10000,846,1,1,0.38
730,847,0,0,0
1000,847,0,0,0
1825,847,0,0,0
3650,847,0,0,0
5000,847,0,0,0
7300,847,0,0,0
10000,847,0,0,0
730,848,0,0,0
1000,848,0.39,0,0
1825,848,1,0,0
3650,848,1,0.28,0
5000,848,1,1,0
7300,848,1,1,0.24
10000,848,1,1,0.91
730,849,0,0,0
1000,849,0,0,0
1825,849,0.96,0,0
3650,849,1,0,0
5000,849,1,0.58,0
7300,849,1,1,0
10000,849,1,1,0.33
730,850,0,0,0
1000,850,0,0,0
1825,850,0.72,0,0
3650,850,1,0,0
5000,850,1,0.8,0
7300,850,0.95,1,0
10000,850,0.050000000000000044,1,0.65
730,851,0,0,0
1000,851,0,0,0
1825,851,0,0,0
3650,851,0.97,0,0
5000,851,1,0,0
7300,851,1,0,0
10000,851,1,0,0
730,852,1,0,0
1000,852,1,0,0
1825,852,1,1,0
3650,852,0,0.32999999999999996,0.84
5000,852,0,0,0.020000000000000018
7300,852,0,0,0
10000,852,0,0,0
730,853,0,0,0
1000,853,0,0,0
1825,853,1,0,0
3650,853,1,0.25,0
5000,853,1,1,0
7300,853,0.07999999999999996,1,0.59
10000,853,0,0.5700000000000001,0.8999999999999999
730,854,0,0,0
1000,854,0,0,0
1825,854,0.62,0,0
3650,854,1,0,0
5000,854,1,0.67,0
7300,854,1,1,0
10000,854,0.64,1,0.56
730,855,0,0,0
1000,855,0,0,0
1825,855,0,0,0
3650,855,1,0,0
5000,855,1,0,0
7300,855,0.99,0.95,0
10000,855,0.040000000000000036,1,0
730,856,0,0,0
1000,856,1,0,0
1825,856,1,0,0
3650,856,1,1,0
5000,856,1,1,0.73
7300,856,0,1,1
10000,856,0,0.31999999999999995,0.6799999999999999
730,857,1,0,0
1000,857,1,0,0
1825,857,1,1,0
3650,857,0,0.53,0.94
5000,857,0,0,0.16000000000000003
7300,857,0,0,0
10000,857,0,0,0
730,858,0.06,0,0
1000,858,0.97,0,0
1825,858,1,0,0
3650,858,1,0.9,0
5000,858,0.8,1,0.09
7300,858,0.12,1,0.47
10000,858,0,1,0.78
730,859,1,0,0
1000,859,1,0,0
1825,859,1,0.92,0
3650,859,0.010000000000000009,1,0.5
5000,859,0,0.9,0.8
7300,859,0,0.20999999999999996,0.6699999999999999
10000,859,0,0.020000000000000018,0.18000000000000005
730,860,0.33,0,0
1000,860,1,0,0
1825,860,1,0.07,0
3650,860,0.050000000000000044,1,0.42
5000,860,0,0.78,0.9299999999999999
7300,860,0,0.030000000000000027,0.20999999999999996
10000,860,0,0,0.010000000000000009
730,861,1,1,0
1000,861,1,1,0
1825,861,0,0.20999999999999996,0.8
3650,861,0,0,0
5000,861,0,0,0
7300,861,0,0,0
10000,861,0,0,0
730,862,0,0,0
1000,862,0,0,0
1825,862,0.97,0,0
3650,862,1,0,0
5000,862,1,1,0
7300,862,0.020000000000000018,1,0.06
10000,862,0,0.41000000000000003,0.8300000000000001
730,863,1,0.22,0
1000,863,0.8200000000000001,1,0
1825,863,0,0.18000000000000005,0.6699999999999999
3650,863,0,0,0
5000,863,0,0,0
7300,863,0,0,0
10000,863,0,0,0
730,864,0,0,0
1000,864,0,0,0
1825,864,0,0,0
3650,864,0.56,0,0
5000,864,1,0,0
7300,864,1,0,0
10000,864,1,0.63,0
730,865,1,0,0
1000,865,1,0,0
1825,865,0.15000000000000002,1,0
3650,865,0,0,0.15000000000000002
5000,865,0,0,0
7300,865,0,0,0
10000,865,0,0,0
730,866,0.06,0,0
1000,866,1,0,0
1825,866,1,0.01,0
3650,866,0,1,0.26
5000,866,0,0.42000000000000004,0.73
7300,866,0,0,0.12
10000,866,0,0,0
730,867,0.1,0,0
1000,867,1,0,0
1825,867,1,0,0
3650,867,1,1,0.1
5000,867,0.86,1,0.9
7300,867,0,0.96,0.99
10000,867,0,0.13,0.48
730,868,0,0,0
1000,868,0,0,0
1825,868,0,0,0
3650,868,0,0,0
5000,868,0,0,0
7300,868,0.57,0,0
10000,868,1,0,0
730,869,0,0,0
1000,869,1,0,0
1825,869,1,0,0
3650,869,0.050000000000000044,1,0.02
5000,869,0,0.75,0.89
7300,869,0,0,0.16000000000000003
10000,869,0,0,0
730,870,0,0,0
1000,870,0.03,0,0
1825,870,1,0,0
3650,870,1,1,0
5000,870,1,1,0.06
7300,870,0.07999999999999996,1,0.89
10000,870,0,0.69,0.94
730,871,0,0,0
1000,871,0,0,0
1825,871,1,0,0
3650,871,1,0.01,0
5000,871,1,0.77,0
7300,871,0.77,0.99,0.06
10000,871,0.08999999999999997,1,0.45
730,872,0,0,0
1000,872,0,0,0
1825,872,0,0,0
3650,872,1,0,0
5000,872,1,0,0
7300,872,1,0.49,0
10000,872,0.6,1,0
730,873,0,0,0
1000,873,0,0,0
1825,873,0.13,0,0
3650,873,1,0,0
5000,873,1,0.34,0
7300,873,1,1,0
10000,873,0.010000000000000009,1,0.55
730,874,0,0,0
1000,874,0,0,0
1825,874,1,0,0
3650,874,1,0.99,0
5000,874,0.86,1,0
7300,874,0,0.86,0.9199999999999999
10000,874,0,0.020000000000000018,0.35
730,875,0,0,0
1000,875,0,0,0
1825,875,0.75,0,0
3650,875,1,0,0
5000,875,1,0.79,0
7300,875,1,1,0
10000,875,0.84,1,0.78
730,876,0,0,0
1000,876,0,0,0
1825,876,0.95,0,0
3650,876,1,0,0
5000,876,1,0.96,0
7300,876,1,1,0.01
10000,876,0.09999999999999998,1,0.8
730,877,0,0,0
1000,877,0,0,0
1825,877,0,0,0
3650,877,0,0,0
5000,877,0,0,0
7300,877,0.58,0,0
10000,877,1,0,0
730,878,0,0,0
1000,878,0.12,0,0
1825,878,1,0,0
3650,878,1,0.5,0
5000,878,0.87,0.89,0.01
7300,878,0.31000000000000005,1,0.17
10000,878,0.050000000000000044,1,0.39
730,879,1,0,0
1000,879,1,0,0
1825,879,0.18000000000000005,1,0
3650,879,0,0.25,0.65
5000,879,0,0.010000000000000009,0.19999999999999996
7300,879,0,0,0
10000,879,0,0,0
730,880,0,0,0
1000,880,0,0,0
1825,880,0,0,0
3650,880,1,0,0
5000,880,1,0,0
7300,880,1,0.52,0
10000,880,0.44999999999999996,1,0
730,881,0,0,0
1000,881,0,0,0
1825,881,0,0,0
3650,881,0,0,0
5000,881,0,0,0
7300,881,0,0,0
10000,881,0.68,0,0
730,882,0,0,0
1000,882,0,0,0
1825,882,1,0,0
3650,882,1,0.31,0
5000,882,1,1,0
7300,882,0.33999999999999997,1,0.4
10000,882,0,0.78,0.8099999999999999
730,883,0,0,0
1000,883,0.78,0,0
1825,883,1,0,0
3650,883,1,1,0
5000,883,1,1,0.26
7300,883,0.78,1,1
10000,883,0,0.97,0.99
730,884,0.02,0,0
1000,884,1,0,0
1825,884,1,0,0
3650,884,1,1,0
5000,884,1,1,0.92
7300,884,1,1,1
10000,884,0.7,1,1
730,885,0,0,0
1000,885,0,0,0
1825,885,0,0,0
3650,885,1,0,0
5000,885,1,0.04,0
7300,885,0.85,1,0
10000,885,0,0.99,0.32
730,886,0,0,0
1000,886,0,0,0
1825,886,1,0,0
3650,886,1,0.02,0
5000,886,1,0.94,0
7300,886,0.38,1,0.13
10000,886,0,1,0.7
730,887,0,0,0
1000,887,0,0,0
1825,887,0,0,0
3650,887,0,0,0
5000,887,0,0,0
7300,887,0,0,0
10000,887,0.76,0,0
730,888,0,0,0
1000,888,0,0,0
1825,888,1,0,0
3650,888,1,1,0
5000,888,1,1,0.03
7300,888,0.44999999999999996,1,0.89
10000,888,0,0.98,0.98
730,889,0,0,0
1000,889,0.01,0,0
1825,889,1,0,0
3650,889,1,0,0
5000,889,1,0.82,0
7300,889,0.92,1,0.01
10000,889,0.12,1,0.48
730,890,1,0,0
1000,890,1,0,0
1825,890,1,1,0
3650,890,0,0.49,0.98
5000,890,0,0,0.06999999999999995
7300,890,0,0,0
10000,890,0,0,0
730,891,0,0,0
1000,891,0.82,0,0
1825,891,1,0,0
3650,891,0.81,1,0
5000,891,0,0.97,0.73
7300,891,0,0.020000000000000018,0.29000000000000004
10000,891,0,0,0
730,892,0,0,0
1000,892,0,0,0
1825,892,0.54,0,0
3650,892,1,0,0
5000,892,1,0.62,0
7300,892,0.6599999999999999,1,0.01
10000,892,0,0.99,0.51
730,893,1,0,0
1000,893,1,0,0
1825,893,1,1,0
3650,893,0.16000000000000003,1,0.97
5000,893,0,0.85,0.98
7300,893,0,0.020000000000000018,0.24
10000,893,0,0,0
730,894,1,0,0
1000,894,1,0,0
1825,894,0.63,1,0
3650,894,0,0,0.25
5000,894,0,0,0
7300,894,0,0,0
10000,894,0,0,0
730,895,0,0,0
1000,895,0,0,0
1825,895,0,0,0
3650,895,0,0,0
5000,895,0,0,0
7300,895,0,0,0
10000,895,0,0,0
730,896,0,0,0
1000,896,0,0,0
1825,896,0,0,0
3650,896,0,0,0
5000,896,0,0,0
7300,896,0,0,0
10000,896,0,0,0
730,897,0,0,0
1000,897,0,0,0
1825,897,0,0,0
3650,897,0,0,0
5000,897,0,0,0
7300,897,0,0,0
10000,897,0,0,0
730,898,0,0,0
1000,898,0,0,0
1825,898,0,0,0
3650,898,0,0,0
5000,898,0,0,0
7300,898,0.81,0,0
10000,898,1,0,0
730,899,0,0,0
1000,899,0,0,0
1825,899,0,0,0
3650,899,0,0,0
5000,899,0,0,0
7300,899,0.64,0,0
10000,899,1,0,0
730,900,0,0,0
1000,900,0,0,0
1825,900,0,0,0
3650,900,1,0,0
5000,900,1,0,0
7300,900,1,0.98,0
10000,900,0.99,1,0
730,901,0,0,0
1000,901,0,0,0
1825,901,0,0,0
3650,901,0,0,0
5000,901,0,0,0
7300,901,0,0,0
10000,901,0,0,0
730,902,1,0,0
1000,902,1,0,0
1825,902,1,1,0
3650,902,0.98,1,0.91
5000,902,0.08999999999999997,1,0.99
7300,902,0,0.48,0.84
10000,902,0,0.020000000000000018,0.07999999999999996
730,903,0,0,0
1000,903,0,0,0
1825,903,0.04,0,0
3650,903,1,0,0
5000,903,1,0.01,0
7300,903,1,0.96,0
10000,903,0.96,1,0.08
730,904,0,0,0
1000,904,0,0,0
1825,904,0.01,0,0
3650,904,1,0,0
5000,904,1,0.06,0
7300,904,1,1,0
10000,904,0.14,1,0.27
730,905,1,0,0
1000,905,1,0.37,0
1825,905,1,1,0.18
3650,905,0.29000000000000004,0.99,1
5000,905,0,0.6599999999999999,0.89
7300,905,0,0.010000000000000009,0.020000000000000018
10000,905,0,0,0
730,906,0,0,0
1000,906,0,0,0
1825,906,0,0,0
3650,906,1,0,0
5000,906,1,0,0
7300,906,1,0.83,0
10000,906,0.14,1,0
730,907,0.81,0,0
1000,907,1,0,0
1825,907,1,0.39,0
3650,907,0,0.87,0.82
5000,907,0,0.010000000000000009,0.39
7300,907,0,0,0
10000,907,0,0,0
730,908,0,0,0
1000,908,0,0,0
1825,908,1,0,0
3650,908,1,0.04,0
5000,908,1,0.92,0
7300,908,0.6699999999999999,1,0.08
10000,908,0.06000000000000005,1,0.5
730,909,0,0,0
1000,909,1,0,0
1825,909,1,0,0
3650,909,1,1,0
5000,909,0.19999999999999996,1,0.87
7300,909,0,0.39,0.83
10000,909,0,0,0.08999999999999997
730,910,0,0,0
1000,910,0,0,0
1825,910,0,0,0
3650,910,1,0,0
5000,910,1,0,0
7300,910,1,0,0
10000,910,0.9,1,0
730,911,0.01,0,0
1000,911,0.04,0,0
1825,911,0.56,0,0
3650,911,1,0,0
5000,911,1,0,0
7300,911,1,0,0
10000,911,1,0,0
730,912,0,0,0
1000,912,0,0,0
1825,912,0,0,0
3650,912,1,0,0
5000,912,1,0,0
7300,912,1,0.04,0
10000,912,1,1,0
730,913,1,0,0
1000,913,1,0,0
1825,913,0.4,1,0.01
3650,913,0,0.020000000000000018,0.36
5000,913,0,0,0.010000000000000009
7300,913,0,0,0
10000,913,0,0,0
730,914,0,0,0
1000,914,0,0,0
1825,914,0,0,0
3650,914,1,0,0
5000,914,1,0,0
7300,914,1,0.14,0
10000,914,1,1,0
730,915,0,0,0
1000,915,0,0,0
1825,915,0.96,0,0
3650,915,1,0.01,0
5000,915,0.99,0.92,0
7300,915,0.10999999999999999,1,0.1
10000,915,0,0.8,0.69
730,916,0,0,0
1000,916,0,0,0
1825,916,0,0,0
3650,916,0,0,0
5000,916,0,0,0
7300,916,0.99,0,0
10000,916,1,0,0
730,917,0,0,0
1000,917,0,0,0
1825,917,0,0,0
3650,917,0,0,0
5000,917,0.1,0,0
7300,917,0.99,0,0
10000,917,1,0,0
730,918,0,0,0
1000,918,0,0,0
1825,918,1,0,0
3650,918,1,0,0
5000,918,1,1,0
7300,918,0.69,1,0.14
10000,918,0,0.96,0.96
730,919,0,0,0
1000,919,0.97,0,0
1825,919,1,0,0
3650,919,0.89,1,0.01
5000,919,0.050000000000000044,1,0.41
7300,919,0,0.62,0.8400000000000001
10000,919,0,0.050000000000000044,0.42000000000000004
730,920,1,0,0
1000,920,1,0,0
1825,920,0.37,1,0
3650,920,0,0,0.17999999999999994
5000,920,0,0,0
7300,920,0,0,0
10000,920,0,0,0
730,921,0,0,0
1000,921,0,0,0
1825,921,0,0,0
3650,921,1,0,0
5000,921,1,0,0
7300,921,1,0.99,0
10000,921,0.79,1,0
730,922,1,0,0
1000,922,1,0,0
1825,922,1,1,0
3650,922,0,0.20999999999999996,0.77
5000,922,0,0,0.050000000000000044
7300,922,0,0,0
10000,922,0,0,0
730,923,0,0,0
1000,923,0,0,0
1825,923,0,0,0
3650,923,0,0,0
5000,923,0,0,0
7300,923,0.2,0,0
10000,923,1,0,0
730,924,0.14,0,0
1000,924,1,0,0
1825,924,1,0,0
3650,924,0.41000000000000003,1,0.06
5000,924,0.010000000000000009,1,0.6
7300,924,0,0.69,0.87
10000,924,0,0.15000000000000002,0.5
730,925,1,0,0
1000,925,1,0,0
1825,925,0.9299999999999999,1,0
3650,925,0,0.06000000000000005,0.54
5000,925,0,0,0
7300,925,0,0,0
10000,925,0,0,0
730,926,0,0,0
1000,926,0,0,0
1825,926,0,0,0
3650,926,1,0,0
5000,926,1,0,0
7300,926,1,0.02,0
10000,926,1,0.93,0
730,927,0,0,0
1000,927,0,0,0
1825,927,1,0,0
3650,927,1,0,0
5000,927,1,1,0
7300,927,0.35,1,0.22
10000,927,0,0.92,0.9299999999999999
730,928,1,0,0
1000,928,1,0,0
1825,928,1,0.78,0
3650,928,0.95,1,0.31
5000,928,0.14,1,0.74
7300,928,0,1,0.94
10000,928,0,0.95,1
730,929,0,0,0
1000,929,0,0,0
1825,929,0.97,0,0
3650,929,1,0,0
5000,929,1,0.97,0
7300,929,1,1,0.02
10000,929,0.010000000000000009,1,0.9
730,930,0,0,0
1000,930,0,0,0
1825,930,0,0,0
3650,930,0,0,0
5000,930,0,0,0
7300,930,0.48,0,0
10000,930,0.99,0,0
730,931,0,0,0
1000,931,0,0,0
1825,931,0,0,0
3650,931,1,0,0
5000,931,1,0,0
7300,931,0.97,1,0
10000,931,0,1,0.07
730,932,0,0,0
1000,932,0,0,0
1825,932,0,0,0
3650,932,1,0,0
5000,932,1,0.01,0
7300,932,1,1,0
10000,932,0.14,1,0.21
730,933,0,0,0
1000,933,0,0,0
1825,933,0,0,0
3650,933,0.96,0,0
5000,933,1,0,0
7300,933,1,0,0
10000,933,1,0.85,0
730,934,0,0,0
1000,934,0,0,0
1825,934,0.55,0,0
3650,934,1,0,0
5000,934,1,0,0
7300,934,1,0,0
10000,934,1,0,0
730,935,0,0,0
1000,935,0.94,0,0
1825,935,1,0,0
3650,935,1,1,0
5000,935,0.10999999999999999,1,0.76
7300,935,0,0.19999999999999996,0.8
10000,935,0,0,0.030000000000000027
730,936,1,0,0
1000,936,1,0,0
1825,936,0.10999999999999999,1,0
3650,936,0,0,0.020000000000000018
5000,936,0,0,0
7300,936,0,0,0
10000,936,0,0,0
730,937,0,0,0
1000,937,0,0,0
1825,937,0,0,0
3650,937,0,0,0
5000,937,1,0,0
7300,937,1,0,0
10000,937,1,0,0
730,938,0,0,0
1000,938,0.25,0,0
1825,938,1,0,0
3650,938,1,1,0
5000,938,0.15000000000000002,1,0.47
7300,938,0,0.51,0.91
10000,938,0,0.010000000000000009,0.18999999999999995
730,939,0,0,0
1000,939,0.12,0,0
1825,939,1,0,0
3650,939,1,1,0
